Work_Schedule_Id,Day_Name,Start_Date_Time,End_Date_Time,Other_Details


,
,,
,,,
,,,,
Test,,,,
Test,Test,,,
Test,Test,Test,,
Test,Test,Test,Test,
Test,Test,Test,Test,Test
Dup,Dup,Dup,Dup,Dup
Dup,Dup,Dup,Dup,Dup
WW6234,Saturday,Saturday,2020-01-01 0:0:47,2020-01-01 8:40:49,Detail
WW6235,Tuesday,Sunday,2020-01-01 14:41:2,2020-01-01 15:54:27,Detail
WW6236,Friday,Monday,2020-01-01 22:18:51,2020-01-01 23:54:1,Detail
WW6237,Friday,Friday,2020-01-01 6:20:47,2020-01-01 0:0:3,Detail
WW6238,Thursday,Saturday,2020-01-01 8:55:2,2020-01-01 14:48:13,Detail
WW6239,Wednesday,Monday,2020-01-01 16:41:58,2020-01-01 22:54:31,Detail
WW6240,Thursday,Sunday,2020-01-01 23:8:48,2020-01-01 6:50:23,Detail
WW6241,Wednesday,Friday,2020-01-01 0:0:43,2020-01-01 8:46:5,Detail
WW6242,Thursday,Monday,2020-01-01 14:28:30,2020-01-01 16:58:38,Detail
WW6243,Friday,Sunday,2020-01-01 22:2:43,2020-01-01 23:42:39,Detail
WW6244,Thursday,Friday,2020-01-01 6:1:2,2020-01-01 0:0:28,Detail
WW6245,Monday,Saturday,2020-01-01 7:52:11,2020-01-01 14:18:54,Detail
WW6246,Monday,Thursday,2020-01-01 16:57:18,2020-01-01 22:51:12,Detail
WW6247,Saturday,Friday,2020-01-01 23:1:23,2020-01-01 6:7:29,Detail
WW6248,Wednesday,Friday,2020-01-01 0:0:28,2020-01-01 7:18:39,Detail
WW6249,Saturday,Friday,2020-01-01 14:30:44,2020-01-01 15:27:21,Detail
WW6250,Saturday,Monday,2020-01-01 22:15:32,2020-01-01 23:24:9,Detail
WW6251,Wednesday,Sunday,2020-01-01 6:8:4,2020-01-01 0:0:43,Detail
WW6252,Tuesday,Thursday,2020-01-01 8:44:47,2020-01-01 14:26:20,Detail
WW6253,Wednesday,Sunday,2020-01-01 16:58:22,2020-01-01 22:52:10,Detail
WW6254,Sunday,Sunday,2020-01-01 23:39:55,2020-01-01 6:15:30,Detail
WW6255,Sunday,Tuesday,2020-01-01 0:0:11,2020-01-01 7:58:37,Detail
WW6256,Thursday,Wednesday,2020-01-01 14:50:39,2020-01-01 15:27:32,Detail
WW6257,Monday,Sunday,2020-01-01 22:20:34,2020-01-01 23:45:19,Detail
WW6258,Saturday,Sunday,2020-01-01 6:47:53,2020-01-01 0:0:39,Detail
WW6259,Thursday,Sunday,2020-01-01 8:11:20,2020-01-01 14:0:35,Detail
WW6260,Monday,Monday,2020-01-01 16:30:25,2020-01-01 22:2:39,Detail
WW6261,Thursday,Monday,2020-01-01 23:51:17,2020-01-01 6:26:7,Detail
WW6262,Monday,Thursday,2020-01-01 0:0:37,2020-01-01 8:24:58,Detail
WW6263,Sunday,Sunday,2020-01-01 14:55:45,2020-01-01 15:23:11,Detail
WW6264,Wednesday,Friday,2020-01-01 22:57:2,2020-01-01 23:30:52,Detail
WW6265,Monday,Monday,2020-01-01 6:56:24,2020-01-01 0:0:47,Detail
WW6266,Wednesday,Sunday,2020-01-01 8:21:11,2020-01-01 14:12:33,Detail
WW6267,Monday,Wednesday,2020-01-01 15:55:37,2020-01-01 22:5:12,Detail
WW6268,Sunday,Friday,2020-01-01 23:5:13,2020-01-01 6:47:23,Detail
WW6269,Sunday,Tuesday,2020-01-01 0:0:51,2020-01-01 7:28:11,Detail
WW6270,Tuesday,Wednesday,2020-01-01 14:4:36,2020-01-01 15:48:41,Detail
WW6271,Sunday,Wednesday,2020-01-01 22:33:13,2020-01-01 23:54:25,Detail
WW6272,Wednesday,Wednesday,2020-01-01 6:2:2,2020-01-01 0:0:20,Detail
WW6273,Thursday,Wednesday,2020-01-01 8:26:50,2020-01-01 14:38:24,Detail
WW6274,Tuesday,Wednesday,2020-01-01 15:29:20,2020-01-01 22:14:21,Detail
WW6275,Sunday,Wednesday,2020-01-01 23:38:41,2020-01-01 6:4:0,Detail
WW6276,Thursday,Monday,2020-01-01 0:0:5,2020-01-01 7:59:16,Detail
WW6277,Monday,Thursday,2020-01-01 14:14:8,2020-01-01 15:22:39,Detail
WW6278,Saturday,Thursday,2020-01-01 22:51:50,2020-01-01 23:8:21,Detail
WW6279,Wednesday,Monday,2020-01-01 6:34:23,2020-01-01 0:0:12,Detail
WW6280,Sunday,Saturday,2020-01-01 8:38:8,2020-01-01 14:13:38,Detail
WW6281,Monday,Saturday,2020-01-01 15:15:28,2020-01-01 22:7:55,Detail
WW6282,Sunday,Wednesday,2020-01-01 23:2:10,2020-01-01 6:35:24,Detail
WW6283,Sunday,Tuesday,2020-01-01 0:0:37,2020-01-01 8:0:17,Detail
WW6284,Wednesday,Saturday,2020-01-01 14:59:14,2020-01-01 15:53:44,Detail
WW6285,Friday,Tuesday,2020-01-01 22:30:34,2020-01-01 23:14:57,Detail
WW6286,Tuesday,Thursday,2020-01-01 6:54:29,2020-01-01 0:0:51,Detail
WW6287,Friday,Thursday,2020-01-01 8:42:16,2020-01-01 14:22:38,Detail
WW6288,Wednesday,Monday,2020-01-01 15:11:45,2020-01-01 22:22:41,Detail
WW6289,Wednesday,Thursday,2020-01-01 23:1:4,2020-01-01 6:52:31,Detail
WW6290,Friday,Monday,2020-01-01 0:0:55,2020-01-01 7:1:44,Detail
WW6291,Friday,Tuesday,2020-01-01 14:43:35,2020-01-01 15:45:1,Detail
WW6292,Monday,Sunday,2020-01-01 22:15:44,2020-01-01 23:11:27,Detail
WW6293,Sunday,Tuesday,2020-01-01 6:23:38,2020-01-01 0:0:49,Detail
WW6294,Saturday,Thursday,2020-01-01 8:15:20,2020-01-01 14:49:44,Detail
WW6295,Monday,Wednesday,2020-01-01 16:56:11,2020-01-01 22:47:50,Detail
WW6296,Saturday,Friday,2020-01-01 23:56:9,2020-01-01 6:45:26,Detail
WW6297,Wednesday,Tuesday,2020-01-01 0:0:6,2020-01-01 8:38:0,Detail
WW6298,Tuesday,Thursday,2020-01-01 14:32:17,2020-01-01 16:11:34,Detail
WW6299,Saturday,Saturday,2020-01-01 22:14:51,2020-01-01 23:1:41,Detail
WW6300,Thursday,Wednesday,2020-01-01 6:7:57,2020-01-01 0:0:5,Detail
WW6301,Thursday,Thursday,2020-01-01 8:42:13,2020-01-01 14:3:39,Detail
WW6302,Friday,Wednesday,2020-01-01 16:42:37,2020-01-01 22:44:43,Detail
WW6303,Monday,Tuesday,2020-01-01 23:24:4,2020-01-01 6:20:27,Detail
WW6304,Thursday,Thursday,2020-01-01 0:0:30,2020-01-01 8:13:56,Detail
WW6305,Thursday,Monday,2020-01-01 14:25:39,2020-01-01 15:41:35,Detail
WW6306,Friday,Monday,2020-01-01 22:41:4,2020-01-01 23:39:33,Detail
WW6307,Monday,Sunday,2020-01-01 6:14:16,2020-01-01 0:0:33,Detail
WW6308,Sunday,Wednesday,2020-01-01 8:27:39,2020-01-01 14:24:8,Detail
WW6309,Wednesday,Wednesday,2020-01-01 16:19:14,2020-01-01 22:46:7,Detail
WW6310,Friday,Friday,2020-01-01 23:51:32,2020-01-01 6:18:33,Detail
WW6311,Thursday,Tuesday,2020-01-01 0:0:48,2020-01-01 8:51:28,Detail
WW6312,Thursday,Thursday,2020-01-01 14:25:55,2020-01-01 16:47:26,Detail
WW6313,Thursday,Sunday,2020-01-01 22:27:17,2020-01-01 23:18:25,Detail
WW6314,Tuesday,Tuesday,2020-01-01 6:29:1,2020-01-01 0:0:24,Detail
WW6315,Tuesday,Monday,2020-01-01 8:22:6,2020-01-01 14:56:7,Detail
WW6316,Wednesday,Tuesday,2020-01-01 16:45:5,2020-01-01 22:17:59,Detail
WW6317,Monday,Saturday,2020-01-01 23:2:26,2020-01-01 6:18:11,Detail
WW6318,Saturday,Saturday,2020-01-01 0:0:53,2020-01-01 7:48:28,Detail
WW6319,Wednesday,Thursday,2020-01-01 14:0:15,2020-01-01 15:46:8,Detail
WW6320,Sunday,Sunday,2020-01-01 22:57:42,2020-01-01 23:51:54,Detail
WW6321,Sunday,Thursday,2020-01-01 6:10:21,2020-01-01 0:0:24,Detail
WW6322,Tuesday,Monday,2020-01-01 7:35:57,2020-01-01 14:36:59,Detail
WW6323,Saturday,Friday,2020-01-01 15:13:37,2020-01-01 22:57:7,Detail
WW6324,Tuesday,Wednesday,2020-01-01 23:12:25,2020-01-01 6:53:5,Detail
WW6325,Monday,Tuesday,2020-01-01 0:0:3,2020-01-01 8:22:30,Detail
WW6326,Thursday,Saturday,2020-01-01 14:46:33,2020-01-01 15:35:41,Detail
WW6327,Wednesday,Friday,2020-01-01 22:27:49,2020-01-01 23:54:59,Detail
WW6328,Wednesday,Tuesday,2020-01-01 6:15:24,2020-01-01 0:0:21,Detail
WW6329,Saturday,Sunday,2020-01-01 8:44:11,2020-01-01 14:1:23,Detail
WW6330,Saturday,Monday,2020-01-01 16:15:36,2020-01-01 22:40:25,Detail
WW6331,Saturday,Monday,2020-01-01 23:10:41,2020-01-01 6:44:5,Detail
WW6332,Sunday,Tuesday,2020-01-01 0:0:46,2020-01-01 8:40:14,Detail
WW6333,Friday,Tuesday,2020-01-01 14:34:0,2020-01-01 15:3:26,Detail
WW6334,Friday,Friday,2020-01-01 22:32:54,2020-01-01 23:38:1,Detail
WW6335,Tuesday,Sunday,2020-01-01 6:53:54,2020-01-01 0:0:50,Detail
WW6336,Monday,Friday,2020-01-01 8:35:28,2020-01-01 14:38:6,Detail
WW6337,Wednesday,Monday,2020-01-01 16:3:50,2020-01-01 22:49:21,Detail
WW6338,Friday,Tuesday,2020-01-01 23:43:30,2020-01-01 6:22:27,Detail
WW6339,Tuesday,Thursday,2020-01-01 0:0:6,2020-01-01 8:56:7,Detail
WW6340,Tuesday,Saturday,2020-01-01 14:11:24,2020-01-01 15:31:38,Detail
WW6341,Monday,Tuesday,2020-01-01 22:35:36,2020-01-01 23:48:40,Detail
WW6342,Friday,Thursday,2020-01-01 6:57:16,2020-01-01 0:0:40,Detail
WW6343,Tuesday,Tuesday,2020-01-01 8:52:49,2020-01-01 14:33:16,Detail
WW6344,Thursday,Thursday,2020-01-01 16:31:57,2020-01-01 22:59:22,Detail
WW6345,Wednesday,Saturday,2020-01-01 23:52:20,2020-01-01 6:59:31,Detail
WW6346,Monday,Thursday,2020-01-01 0:0:46,2020-01-01 8:48:13,Detail
WW6347,Thursday,Monday,2020-01-01 14:15:51,2020-01-01 16:24:32,Detail
WW6348,Monday,Tuesday,2020-01-01 22:41:36,2020-01-01 23:50:6,Detail
WW6349,Wednesday,Monday,2020-01-01 6:36:32,2020-01-01 0:0:26,Detail
WW6350,Saturday,Sunday,2020-01-01 8:1:23,2020-01-01 14:14:54,Detail
WW6351,Wednesday,Saturday,2020-01-01 16:51:53,2020-01-01 22:57:27,Detail
WW6352,Wednesday,Monday,2020-01-01 23:26:31,2020-01-01 6:24:52,Detail
WW6353,Thursday,Monday,2020-01-01 0:0:48,2020-01-01 8:21:37,Detail
WW6354,Tuesday,Wednesday,2020-01-01 14:2:7,2020-01-01 16:4:51,Detail
WW6355,Saturday,Monday,2020-01-01 22:1:55,2020-01-01 23:22:29,Detail
WW6356,Monday,Monday,2020-01-01 6:20:18,2020-01-01 0:0:48,Detail
WW6357,Sunday,Tuesday,2020-01-01 8:46:41,2020-01-01 14:31:22,Detail
WW6358,Thursday,Tuesday,2020-01-01 16:39:47,2020-01-01 22:10:1,Detail
WW6359,Monday,Tuesday,2020-01-01 23:12:37,2020-01-01 6:27:54,Detail
WW6360,Thursday,Saturday,2020-01-01 0:0:55,2020-01-01 8:44:55,Detail
WW6361,Friday,Saturday,2020-01-01 14:27:43,2020-01-01 15:0:12,Detail
WW6362,Wednesday,Wednesday,2020-01-01 22:14:56,2020-01-01 23:36:3,Detail
WW6363,Tuesday,Wednesday,2020-01-01 6:10:49,2020-01-01 0:0:14,Detail
WW6364,Thursday,Thursday,2020-01-01 8:19:10,2020-01-01 14:16:30,Detail
WW6365,Wednesday,Thursday,2020-01-01 16:58:2,2020-01-01 22:53:16,Detail
WW6366,Monday,Friday,2020-01-01 23:36:7,2020-01-01 6:3:38,Detail
WW6367,Wednesday,Wednesday,2020-01-01 0:0:30,2020-01-01 8:15:47,Detail
WW6368,Monday,Thursday,2020-01-01 14:12:14,2020-01-01 16:59:0,Detail
WW6369,Thursday,Saturday,2020-01-01 22:16:59,2020-01-01 23:34:15,Detail
WW6370,Tuesday,Friday,2020-01-01 6:59:21,2020-01-01 0:0:27,Detail
WW6371,Sunday,Sunday,2020-01-01 7:20:54,2020-01-01 14:7:17,Detail
WW6372,Saturday,Tuesday,2020-01-01 15:2:53,2020-01-01 22:7:8,Detail
WW6373,Sunday,Tuesday,2020-01-01 23:45:1,2020-01-01 6:45:11,Detail
WW6374,Wednesday,Tuesday,2020-01-01 0:0:32,2020-01-01 7:27:27,Detail
WW6375,Sunday,Friday,2020-01-01 14:26:50,2020-01-01 15:33:15,Detail
WW6376,Friday,Saturday,2020-01-01 22:34:12,2020-01-01 23:22:7,Detail
WW6377,Tuesday,Sunday,2020-01-01 6:14:11,2020-01-01 0:0:26,Detail
WW6378,Saturday,Monday,2020-01-01 7:24:22,2020-01-01 14:54:0,Detail
WW6379,Sunday,Saturday,2020-01-01 16:0:14,2020-01-01 22:2:34,Detail
WW6380,Tuesday,Thursday,2020-01-01 23:33:59,2020-01-01 6:32:18,Detail
WW6381,Sunday,Wednesday,2020-01-01 0:0:2,2020-01-01 8:3:54,Detail
WW6382,Friday,Tuesday,2020-01-01 14:36:15,2020-01-01 15:45:33,Detail
WW6383,Tuesday,Monday,2020-01-01 22:57:2,2020-01-01 23:10:5,Detail
WW6384,Wednesday,Thursday,2020-01-01 6:21:45,2020-01-01 0:0:40,Detail
WW6385,Thursday,Friday,2020-01-01 8:11:13,2020-01-01 14:1:6,Detail
WW6386,Monday,Wednesday,2020-01-01 15:46:23,2020-01-01 22:5:49,Detail
WW6387,Sunday,Friday,2020-01-01 23:45:34,2020-01-01 6:43:6,Detail
WW6388,Monday,Sunday,2020-01-01 0:0:52,2020-01-01 8:50:13,Detail
WW6389,Sunday,Saturday,2020-01-01 14:51:45,2020-01-01 15:2:33,Detail
WW6390,Sunday,Sunday,2020-01-01 22:7:30,2020-01-01 23:7:9,Detail
WW6391,Sunday,Saturday,2020-01-01 6:44:37,2020-01-01 0:0:46,Detail
WW6392,Friday,Tuesday,2020-01-01 8:50:41,2020-01-01 14:34:22,Detail
WW6393,Wednesday,Saturday,2020-01-01 15:20:9,2020-01-01 22:16:20,Detail
WW6394,Sunday,Tuesday,2020-01-01 23:44:0,2020-01-01 6:33:25,Detail
WW6395,Wednesday,Monday,2020-01-01 0:0:53,2020-01-01 7:30:42,Detail
WW6396,Monday,Friday,2020-01-01 14:22:25,2020-01-01 15:8:0,Detail
WW6397,Saturday,Sunday,2020-01-01 22:36:10,2020-01-01 23:25:42,Detail
WW6398,Tuesday,Saturday,2020-01-01 6:31:48,2020-01-01 0:0:9,Detail
WW6399,Sunday,Sunday,2020-01-01 8:24:56,2020-01-01 14:27:25,Detail
WW6400,Thursday,Friday,2020-01-01 15:35:45,2020-01-01 22:29:33,Detail
WW6401,Friday,Wednesday,2020-01-01 23:4:14,2020-01-01 6:4:52,Detail
WW6402,Tuesday,Friday,2020-01-01 0:0:54,2020-01-01 8:44:36,Detail
WW6403,Tuesday,Tuesday,2020-01-01 14:19:56,2020-01-01 16:10:21,Detail
WW6404,Tuesday,Tuesday,2020-01-01 22:31:28,2020-01-01 23:49:19,Detail
WW6405,Wednesday,Monday,2020-01-01 6:20:58,2020-01-01 0:0:41,Detail
WW6406,Tuesday,Saturday,2020-01-01 8:21:59,2020-01-01 14:20:31,Detail
WW6407,Saturday,Monday,2020-01-01 15:23:21,2020-01-01 22:20:19,Detail
WW6408,Sunday,Monday,2020-01-01 23:33:33,2020-01-01 6:40:36,Detail
WW6409,Wednesday,Friday,2020-01-01 0:0:38,2020-01-01 7:47:19,Detail
WW6410,Saturday,Saturday,2020-01-01 14:44:42,2020-01-01 15:33:4,Detail
WW6411,Thursday,Saturday,2020-01-01 22:16:52,2020-01-01 23:36:52,Detail
WW6412,Tuesday,Saturday,2020-01-01 6:38:29,2020-01-01 0:0:58,Detail
WW6413,Tuesday,Tuesday,2020-01-01 7:0:18,2020-01-01 14:39:19,Detail
WW6414,Saturday,Sunday,2020-01-01 16:23:25,2020-01-01 22:42:57,Detail
WW6415,Thursday,Monday,2020-01-01 23:55:26,2020-01-01 6:36:55,Detail
WW6416,Tuesday,Wednesday,2020-01-01 0:0:23,2020-01-01 8:40:33,Detail
WW6417,Saturday,Monday,2020-01-01 14:57:38,2020-01-01 15:33:24,Detail
WW6418,Wednesday,Thursday,2020-01-01 22:43:18,2020-01-01 23:32:2,Detail
WW6419,Saturday,Tuesday,2020-01-01 6:42:13,2020-01-01 0:0:21,Detail
WW6420,Monday,Saturday,2020-01-01 8:33:22,2020-01-01 14:14:32,Detail
WW6421,Wednesday,Wednesday,2020-01-01 15:57:3,2020-01-01 22:59:26,Detail
WW6422,Sunday,Friday,2020-01-01 23:7:37,2020-01-01 6:28:16,Detail
WW6423,Monday,Tuesday,2020-01-01 0:0:48,2020-01-01 8:13:54,Detail
WW6424,Monday,Thursday,2020-01-01 14:31:29,2020-01-01 16:14:45,Detail
WW6425,Thursday,Tuesday,2020-01-01 22:0:50,2020-01-01 23:54:2,Detail
WW6426,Tuesday,Friday,2020-01-01 6:30:11,2020-01-01 0:0:35,Detail
WW6427,Saturday,Thursday,2020-01-01 7:32:12,2020-01-01 14:42:57,Detail
WW6428,Sunday,Thursday,2020-01-01 16:15:27,2020-01-01 22:18:8,Detail
WW6429,Thursday,Saturday,2020-01-01 23:31:25,2020-01-01 6:29:46,Detail
WW6430,Sunday,Tuesday,2020-01-01 0:0:39,2020-01-01 8:2:46,Detail
WW6431,Sunday,Monday,2020-01-01 14:45:37,2020-01-01 15:49:44,Detail
WW6432,Wednesday,Tuesday,2020-01-01 22:47:49,2020-01-01 23:34:5,Detail
WW6433,Tuesday,Saturday,2020-01-01 6:32:4,2020-01-01 0:0:16,Detail
WW6434,Sunday,Sunday,2020-01-01 7:34:40,2020-01-01 14:42:0,Detail
WW6435,Monday,Tuesday,2020-01-01 15:34:8,2020-01-01 22:41:15,Detail
WW6436,Friday,Thursday,2020-01-01 23:12:5,2020-01-01 6:42:25,Detail
WW6437,Monday,Monday,2020-01-01 0:0:22,2020-01-01 7:1:52,Detail
WW6438,Monday,Wednesday,2020-01-01 14:2:4,2020-01-01 16:5:6,Detail
WW6439,Thursday,Saturday,2020-01-01 22:49:35,2020-01-01 23:9:24,Detail
WW6440,Monday,Friday,2020-01-01 6:48:37,2020-01-01 0:0:56,Detail
WW6441,Friday,Tuesday,2020-01-01 7:6:27,2020-01-01 14:2:56,Detail
WW6442,Sunday,Monday,2020-01-01 16:20:27,2020-01-01 22:50:22,Detail
WW6443,Saturday,Saturday,2020-01-01 23:54:39,2020-01-01 6:23:32,Detail
WW6444,Thursday,Tuesday,2020-01-01 0:0:0,2020-01-01 7:17:48,Detail
WW6445,Saturday,Monday,2020-01-01 14:2:0,2020-01-01 15:29:26,Detail
WW6446,Thursday,Thursday,2020-01-01 22:21:38,2020-01-01 23:14:13,Detail
WW6447,Monday,Monday,2020-01-01 6:21:42,2020-01-01 0:0:16,Detail
WW6448,Sunday,Saturday,2020-01-01 8:44:4,2020-01-01 14:32:3,Detail
WW6449,Friday,Sunday,2020-01-01 16:27:44,2020-01-01 22:20:31,Detail
WW6450,Monday,Tuesday,2020-01-01 23:53:14,2020-01-01 6:39:1,Detail
WW6451,Saturday,Sunday,2020-01-01 0:0:32,2020-01-01 7:9:30,Detail
WW6452,Saturday,Tuesday,2020-01-01 14:13:39,2020-01-01 16:35:41,Detail
WW6453,Saturday,Saturday,2020-01-01 22:35:42,2020-01-01 23:56:13,Detail
WW6454,Sunday,Wednesday,2020-01-01 6:7:16,2020-01-01 0:0:40,Detail
WW6455,Wednesday,Saturday,2020-01-01 7:5:40,2020-01-01 14:5:32,Detail
WW6456,Saturday,Thursday,2020-01-01 16:38:41,2020-01-01 22:3:15,Detail
WW6457,Monday,Sunday,2020-01-01 23:19:4,2020-01-01 6:40:26,Detail
WW6458,Sunday,Friday,2020-01-01 0:0:11,2020-01-01 8:6:52,Detail
WW6459,Friday,Thursday,2020-01-01 14:25:26,2020-01-01 16:22:37,Detail
WW6460,Friday,Monday,2020-01-01 22:24:47,2020-01-01 23:25:18,Detail
WW6461,Saturday,Sunday,2020-01-01 6:42:40,2020-01-01 0:0:45,Detail
WW6462,Tuesday,Sunday,2020-01-01 8:30:17,2020-01-01 14:59:29,Detail
WW6463,Saturday,Monday,2020-01-01 16:31:10,2020-01-01 22:25:9,Detail
WW6464,Monday,Thursday,2020-01-01 23:50:21,2020-01-01 6:16:24,Detail
WW6465,Tuesday,Wednesday,2020-01-01 0:0:48,2020-01-01 7:31:49,Detail
WW6466,Thursday,Monday,2020-01-01 14:36:7,2020-01-01 16:23:53,Detail
WW6467,Wednesday,Saturday,2020-01-01 22:37:45,2020-01-01 23:0:8,Detail
WW6468,Thursday,Tuesday,2020-01-01 6:22:35,2020-01-01 0:0:44,Detail
WW6469,Monday,Wednesday,2020-01-01 8:13:18,2020-01-01 14:17:39,Detail
WW6470,Friday,Sunday,2020-01-01 15:25:19,2020-01-01 22:9:32,Detail
WW6471,Wednesday,Wednesday,2020-01-01 23:42:48,2020-01-01 6:17:8,Detail
WW6472,Tuesday,Thursday,2020-01-01 0:0:46,2020-01-01 7:7:7,Detail
WW6473,Tuesday,Tuesday,2020-01-01 14:45:28,2020-01-01 16:54:52,Detail
WW6474,Saturday,Thursday,2020-01-01 22:35:42,2020-01-01 23:39:9,Detail
WW6475,Thursday,Friday,2020-01-01 6:44:34,2020-01-01 0:0:27,Detail
WW6476,Monday,Saturday,2020-01-01 8:22:29,2020-01-01 14:49:52,Detail
WW6477,Saturday,Thursday,2020-01-01 15:40:51,2020-01-01 22:16:4,Detail
WW6478,Monday,Tuesday,2020-01-01 23:29:57,2020-01-01 6:42:28,Detail
WW6479,Wednesday,Sunday,2020-01-01 0:0:34,2020-01-01 8:37:26,Detail
WW6480,Thursday,Saturday,2020-01-01 14:47:7,2020-01-01 15:18:24,Detail
WW6481,Monday,Friday,2020-01-01 22:39:0,2020-01-01 23:9:28,Detail
WW6482,Saturday,Monday,2020-01-01 6:27:18,2020-01-01 0:0:37,Detail
WW6483,Tuesday,Thursday,2020-01-01 8:37:8,2020-01-01 14:27:47,Detail
WW6484,Saturday,Wednesday,2020-01-01 15:41:47,2020-01-01 22:10:8,Detail
WW6485,Monday,Thursday,2020-01-01 23:31:28,2020-01-01 6:51:54,Detail
WW6486,Friday,Sunday,2020-01-01 0:0:13,2020-01-01 7:33:17,Detail
WW6487,Saturday,Saturday,2020-01-01 14:21:51,2020-01-01 16:25:52,Detail
WW6488,Sunday,Sunday,2020-01-01 22:37:51,2020-01-01 23:5:2,Detail
WW6489,Tuesday,Wednesday,2020-01-01 6:31:31,2020-01-01 0:0:20,Detail
WW6490,Tuesday,Friday,2020-01-01 7:27:20,2020-01-01 14:6:56,Detail
WW6491,Thursday,Sunday,2020-01-01 15:43:57,2020-01-01 22:30:28,Detail
WW6492,Saturday,Friday,2020-01-01 23:55:43,2020-01-01 6:4:0,Detail
WW6493,Sunday,Saturday,2020-01-01 0:0:48,2020-01-01 8:35:55,Detail
WW6494,Monday,Saturday,2020-01-01 14:8:35,2020-01-01 15:16:55,Detail
WW6495,Tuesday,Saturday,2020-01-01 22:51:17,2020-01-01 23:5:10,Detail
WW6496,Monday,Tuesday,2020-01-01 6:41:24,2020-01-01 0:0:37,Detail
WW6497,Tuesday,Monday,2020-01-01 8:42:32,2020-01-01 14:53:59,Detail
WW6498,Sunday,Tuesday,2020-01-01 16:8:7,2020-01-01 22:3:34,Detail
WW6499,Thursday,Friday,2020-01-01 23:11:23,2020-01-01 6:10:2,Detail
WW6500,Saturday,Friday,2020-01-01 0:0:20,2020-01-01 8:41:49,Detail
WW6501,Sunday,Monday,2020-01-01 14:54:17,2020-01-01 15:14:38,Detail
WW6502,Saturday,Thursday,2020-01-01 22:12:12,2020-01-01 23:39:16,Detail
WW6503,Sunday,Sunday,2020-01-01 6:18:16,2020-01-01 0:0:31,Detail
WW6504,Wednesday,Wednesday,2020-01-01 8:56:16,2020-01-01 14:51:21,Detail
WW6505,Thursday,Saturday,2020-01-01 15:17:43,2020-01-01 22:57:38,Detail
WW6506,Friday,Thursday,2020-01-01 23:23:0,2020-01-01 6:5:51,Detail
WW6507,Thursday,Saturday,2020-01-01 0:0:42,2020-01-01 7:25:4,Detail
WW6508,Friday,Wednesday,2020-01-01 14:24:42,2020-01-01 15:44:26,Detail
WW6509,Saturday,Thursday,2020-01-01 22:16:50,2020-01-01 23:9:12,Detail
WW6510,Wednesday,Monday,2020-01-01 6:25:37,2020-01-01 0:0:23,Detail
WW6511,Sunday,Monday,2020-01-01 7:56:25,2020-01-01 14:52:17,Detail
WW6512,Wednesday,Saturday,2020-01-01 15:27:0,2020-01-01 22:3:18,Detail
WW6513,Wednesday,Sunday,2020-01-01 23:20:41,2020-01-01 6:56:57,Detail
WW6514,Monday,Saturday,2020-01-01 0:0:6,2020-01-01 8:55:25,Detail
WW6515,Friday,Tuesday,2020-01-01 14:6:17,2020-01-01 15:18:47,Detail
WW6516,Monday,Wednesday,2020-01-01 22:15:11,2020-01-01 23:25:24,Detail
WW6517,Saturday,Friday,2020-01-01 6:52:42,2020-01-01 0:0:9,Detail
WW6518,Tuesday,Sunday,2020-01-01 7:56:57,2020-01-01 14:40:47,Detail
WW6519,Monday,Monday,2020-01-01 15:1:7,2020-01-01 22:24:35,Detail
WW6520,Tuesday,Friday,2020-01-01 23:26:3,2020-01-01 6:12:47,Detail
WW6521,Sunday,Wednesday,2020-01-01 0:0:6,2020-01-01 7:50:20,Detail
WW6522,Friday,Sunday,2020-01-01 14:37:2,2020-01-01 16:7:41,Detail
WW6523,Thursday,Wednesday,2020-01-01 22:14:51,2020-01-01 23:2:45,Detail
WW6524,Thursday,Tuesday,2020-01-01 6:14:43,2020-01-01 0:0:3,Detail
WW6525,Tuesday,Thursday,2020-01-01 8:9:43,2020-01-01 14:59:42,Detail
WW6526,Friday,Friday,2020-01-01 15:47:5,2020-01-01 22:32:30,Detail
WW6527,Tuesday,Wednesday,2020-01-01 23:10:27,2020-01-01 6:24:46,Detail
WW6528,Thursday,Monday,2020-01-01 0:0:49,2020-01-01 8:49:8,Detail
WW6529,Sunday,Sunday,2020-01-01 14:27:31,2020-01-01 15:52:0,Detail
WW6530,Thursday,Sunday,2020-01-01 22:43:32,2020-01-01 23:8:46,Detail
WW6531,Thursday,Saturday,2020-01-01 6:13:24,2020-01-01 0:0:0,Detail
WW6532,Tuesday,Monday,2020-01-01 8:53:5,2020-01-01 14:38:46,Detail
WW6533,Tuesday,Saturday,2020-01-01 16:54:49,2020-01-01 22:54:13,Detail
WW6534,Tuesday,Wednesday,2020-01-01 23:19:23,2020-01-01 6:25:3,Detail
WW6535,Saturday,Friday,2020-01-01 0:0:21,2020-01-01 7:36:51,Detail
WW6536,Monday,Thursday,2020-01-01 14:15:26,2020-01-01 15:36:31,Detail
WW6537,Friday,Thursday,2020-01-01 22:2:50,2020-01-01 23:23:53,Detail
WW6538,Tuesday,Friday,2020-01-01 6:26:14,2020-01-01 0:0:24,Detail
WW6539,Friday,Friday,2020-01-01 8:23:1,2020-01-01 14:30:21,Detail
WW6540,Monday,Thursday,2020-01-01 15:13:59,2020-01-01 22:38:52,Detail
